address	categories	city	country_code	country_name	description	domain	domain_suffix	email	language	link	name	page_type	phone	phone_country_code	raw_address	raw_phone	region_code	region_name	site_name	text	tld	zip_code
729 21st st, 52722, bettendorf, ia, iowa	Special Needs Education	bettendorf	us	united states		mbaea.org	org		en	https://brownsburg.org	Mississippi Bend Area Education Agency	Organization	15633591371		Bettendorf, IA	(563) 359-1371	ia	iowa	Mississippi Bend AEA	5.0 (1) · School Bettendorf, IA Closed ⋅ Opens 7:30AM Mon · (563) 359-1371	org	52722
132 e prairie st, 60152, marengo, il, illinois	Executive, Legislative & Government Institutions	marengo	us	united states		cityofmarengo.com	com		en		City of Marengo		18155687112	us	132 E Prairie St	+1 815-568-7112	il	illinois	City of Marengo	5.0 (1) · City government office 132 E Prairie St Closed ⋅ Opens 8AM Mon · +1 815-568-7112	com	60152
107 w main st, 38824, baldwyn, ms, mississippi	High Schools	baldwyn	us	united states		baldwynschools.com	com		en		Baldwyn School District		16623651000		Baldwyn, MS · In First Baptist Church	(662) 365-1000	ms	mississippi	Baldwyn School District	1.0 (1) · School Baldwyn, MS · In First Baptist Church (662) 365-1000 Their website mentions baldwynschools.com	com	38824
1280  mcadoo lane, k0h1s0, kingston, on, canada, ontario	Trucking and Logistics	kingston	ca	canada		kmulrooneytrucking.com	com		en		K. Mulrooney Trucking Ltd.		16135484427	ca	Glenburnie, ON, Canada	+1 613-548-4427	on	ontario	Mulrooney Trucking	4.1 (26) · Excavating contractor Glenburnie, ON, Canada +1 613-548-4427	com	k0h1s0
13505 hillendale dr, 22193, woodbridge, va, virginia	Community Center|Senior Care and Assisted Living Facilities|Social Services & NGOs	woodbridge	us	united states		arcgpw.org	org		en		The Arc of Greater Prince William/Insight, Inc.		17036704800		Woodbridge, VA · In Hillendale Park	(703) 670-4800	va	virginia	The Arc of Greater Prince William	4.5 (15) · Non-profit organization 13505 Hillendale Dr · In Hillendale Park Closed ⋅ Opens 9AM Mon · (703) 670-4800	org	22193
343 windham rd 12, n3y 4k6, simcoe, on, canada, ontario	Real Estate - Agents & Managers	simcoe	ca	canada		vanlondersele.ca	ca		en		Van Londersele Real Estate Brokerage Ltd.		15194285763	ca	Simcoe, ON, Canada	+1 519-428-5763	on	ontario	Van Londersele Real Estate Brokerage	5.0 (2) · Real estate agency Simcoe, ON, Canada Open ⋅ Closes 9PM · +1 519-428-5763	ca	n3y 4k6
1 capitol mall, 72201, little rock, ar, arkansas	Parks	little rock	us	united states		arkansasstateparks.com	com		en		The State Parks of Arkansas		18882872757		El Dorado, AR	(888) 287-2757	ar	arkansas	Arkansas State Parks	"4.6 (169) · Tourist attraction El Dorado, AR Open ⋅ Closes 5PM · (888) 287-2757 \Packing bulbs for master gardener bulb sale.\"""""	com	72201
centre communautaire drummondville-sud, 1550 rue st-aimé, j2b 2s8, drummondville, qc, canada, quebec	Social Services & NGOs	drummondville	ca	canada		soyez.ninja	ninja		fr	https://cmc.vic.edu.au	Ninjutsu Centre Du Quebec - Toshindo	Organization	18194601060	ca	Drummondville, Quebec, Canada	+1 819-460-1060	qc	quebec	Ninjutsu Centre-du-Quebec	No reviews · Martial arts school 3+ years in business · 1550 Rue Saint Aimé Closed ⋅ Opens 6:45PM Mon · +1 819-460-1060	ninja	j2b 2s8
1218 farr street, 77484, waller, tx, texas	Executive, Legislative & Government Institutions	waller	us	united states		wallertexas.com	com		en	https://cummins.com	Waller City Office	LocalBusiness	19363723880	us	Waller, TX, United States	+1 936-372-3880	tx	texas	The City of Waller Texas	2.5 (4) · City government office Waller, TX, United States +1 936-372-3880	com	77484
101 pleasant street, 03301, concord, nh, new hampshire	Special Needs Education	concord	us	united states		education.nh.gov	gov		en		New Hampshire Department of Education		16032713494	us	Concord, NH, United States	+1 603-271-3494	nh	new hampshire	Department of Education	4.0 (1) · Corporate office Concord, NH, United States +1 603-271-3494	gov	03301
39 sentinel road, m3j3e4, toronto, on, canada, ontario	General Contractors	toronto	ca	canada		asfacontracting.ca	ca		en		ASFA Contracting inc.		16476483994	ca	3+ years in business · 39 Sentinel Rd	+1 647-648-3994	on	ontario	ASFA Contracting	5.0 (12) · Construction company 3+ years in business · 39 Sentinel Rd Open ⋅ Closes 6PM · +1 647-648-3994	ca	m3j 3e4
305 n main st, 43402, bowling green, oh, ohio	Executive, Legislative & Government Institutions	bowling green	us	united states		wccoa.net	net				Wood County Committee On Aging		14193535661		305 N Main St	(419) 353-5661	oh	ohio	WCCOA	Bowling Green, OH · (419) 353-5661 Closed ⋅ Opens 8AM Mon	net	43402
studio 30, 1935 - 37 street sw, t3e 3a4, calgary, ab, canada, alberta	Music Schools & Instructors	calgary	ca	canada		musicaacademy.com	com		en		Musica Academy-Yamaha Music School		14036199990	ca	1935 37 St SW #30	+1 403-619-9990	ab	alberta	Musica Academy	"4.8 (15) · Music school 1935 37 St SW #30 Closed ⋅ Opens 4PM Tue · +1 403-619-9990 \Excellent teachers and good programs.\"""""	com	t3e 3a4
sanatoryjna 3, 37-620, horyniec zdrój, poland, podkarpackie voivodeship	Spa & Wellness Centers	jawor	pl	poland		uzdrowisko-horyniec.com.pl	com.pl		pl		Uzdrowisko Horyniec		48166313088	pl		+48 16 631 30 88		lower silesia	Uzdrowisko Horyniec Sp. z o.o.	4.3 (241) · Health spa Sanatoryjna 3 Closed ⋅ Opens 7AM · +48 16 631 30 88	pl	
310 laser ln, 70507, lafayette, la, louisiana	Business Consulting|Tech Companies	lafayette	us	united states		getgds.com	com		en		Global Data Systems, Inc.		18884357986	us	Lafayette, LA	(888) 435-7986	la	louisiana	GDS	5.0 (2) · Computer security service Lafayette, LA Closed ⋅ Opens 8AM Mon · (888) 435-7986	com	70507
541 e. slocum street, 49461, whitehall, mi, michigan	High Schools	whitehall	us	united states		whitehallschools.net	net		en		Whitehall District Schools		12318931010		Whitehall, MI	(231) 893-1010	mi	michigan	Whitehall District Schools	3.0 (14) · School district office Whitehall, MI Closed ⋅ Opens 7:30AM Mon · (231) 893-1010	net	49461
2150 steeles avenue east, l6t 1a7, brampton, on, canada, ontario	Bakeries & Desserts|Indian Restaurants	brampton	ca	canada		kwalitysweets.com	com		en		Kwality Sweets & Restaurant		19057901684	ca	25+ years in business · Brampton, ON, Canada	+1 905-790-1684	on	ontario	Kwality Sweets & Restaurant	3.7 (3,097) · $$ · Modern Indian restaurant 25+ years in business · Brampton, ON, Canada Closed ⋅ Opens 9AM · +1 905-790-1684 Comfy Indian fast-food restaurant offering tall booths & display cases full of traditional sweets.	com	l6t 1a7
3000 w scenic dr, 72118, north little rock, ar, arkansas	Colleges & Universities	north little rock	us	united states		uaptc.edu	edu		en	https://craftedgoods.ca	University of Arkansas - Pulaski Technical College	LocalBusiness	15018122200	us	North Little Rock, AR	(501) 812-2200	ar	arkansas	UA-PTC	"3.6 (82) · Community college North Little Rock, AR (501) 812-2200 \Pulaski Technical college is literally a blessing to go too.\"""""	edu	72118
500 n main st, 28112, monroe, nc, north carolina	Executive, Legislative & Government Institutions	monroe	us	united states		unioncountync.gov	gov		en		Union County Government		17042833500	us	Monroe, NC, United States	+1 704-283-3500	nc	north carolina	Union County	5.0 (1) · Government office Monroe, NC, United States Closed ⋅ Opens 8AM Tue · +1 704-283-3500	gov	28112
1601 lakeshore blvd west, m6k 3c1, toronto, on, canada, ontario	Events Venues	toronto	ca	canada	www.carrefourdelestrie.com Nétiquette : https://drive.google.com/file/d/10_OwyHh9lAcadsGuJXAUhLj4yaAg2jFg/view?usp=sharing Additional Information Situé à Sherbrooke, le Carrefour de l’Estrie c’est d’abord et avant tout près de 200 magasins à Sherbrooke pour satisfaire vos moindres envies. Pour une idée ca...deau qui saura plaire à tous, procurez-vous la carte-cadeau du Carrefour, disponible au kiosque d’information. Lors de votre magasinage, retrouvez les toutes dernières tendances mode, profitez des activités et événements variés qui animent le Carrefour ou venez manger à l’un de nos 18 restaurants. Consultez régulièrement notre site afin de connaître nos promotions en cours et découvrir nos plus récents articles de blogue.	palaisroyale.ca	ca	kiosque@groupemach.com	en	http://carrefourdelestrie.com	Palais Royale Ballroom	LocalBusiness	14165333553	ca	Toronto, ON, Canada · In Budapest Park	+1 416-533-3553	on	ontario	Palais Royale Ballroom	4.5 (345) · Banquet hall Toronto, ON, Canada · In Budapest Park Open ⋅ Closes 4PM · +1 416-533-3553 No dine-in·No delivery	ca	m6k 3c1
86 water street, 02543, woods hole, ma, massachusetts	Community Center|Social Services & NGOs	falmouth	us	united states		whoi.edu	edu		en		Woods Hole Oceanographic Institution		15085481400	us	Falmouth, MA	(508) 548-1400	ma	massachusetts	Woods Hole Oceanographic Institution	4.4 (42) · Non-profit organization Falmouth, MA Closed ⋅ Opens 8AM Mon · (508) 548-1400	edu	02543
1525 washington st w, 25387, charleston, wv, us, west virginia	Housing Programs	charleston	us	united states		ckha.com	com			https://anchorhanover.org.uk	Charleston-Kanawha Housing Authority	Organization	13043486451	us	Charleston, WV, United States	+1 304-348-6451	wv	west virginia	CKHA	4.5 (13) · Housing authority Charleston, WV, United States Closed ⋅ Opens 8AM Mon · +1 304-348-6451	com	25387
3100 atlantic ave, 14526, penfield, ny, new york	Community Center	penfield	us	united states		penfield.org	org		en	https://castlemortgagegroup.ca	Town of Penfield, New York	LocalBusiness	15853408600		3100 Atlantic Ave · In Veteran's Memorial Park	(585) 340-8600	ny	new york	Town of Penfield	3.8 (4) · City Hall 3100 Atlantic Ave · In Veteran's Memorial Park Open ⋅ Closes 5PM · (585) 340-8600	org	14526
1109 55 skyview ranch road ne, t3n0e4, calgary, ab, canada, alberta	Daycare Centers|Daycare Centers|Preschools & Kindergartens	calgary	ca	canada		brightfuturesprek.biz	biz		en		Bright Futures daycare and preschool		14036125759	ca	5+ years in business · 1109 55 Skyview Ranch Road Northeast	+1 403-612-5759	ab	alberta	Bright Futures	4.1 (21) · Day care center 5+ years in business · 1109 55 Skyview Ranch Road Northeast Closed ⋅ Opens 6:30AM Thu · +1 403-612-5759 Onsite services	biz	t3n0e4
550 91 St SW #201, Edmonton, AB T6X 0V1, Canada	Home Builders & Renovation Contractors	edmonton	ca	canada		rohitcommunities.com	com		en		Rohit Communities		17804369015	ca	550 91 St SW #201	+1 780-436-9015	ab	alberta	Rohit Communities	3.4 (156) · Home builder 550 91 St SW #201 Closed ⋅ Opens 8AM Mon · +1 780-436-9015	com	t6x 0v1
33 mechanic st, 07728, freehold, nj, new jersey	Community Center	freehold	us	united states		monmouthcountyclerk.com	com		en		Monmouth County Clerk's Office		17324317324	us	Freehold, NJ · (732) 431-7324	(732) 431-7324	nj	new jersey	Monmouth County Clerk	County government office Freehold, NJ · (732) 431-7324 Closed ⋅ Opens 8:30AM Their website mentions passport offices	com	07728
101 1st st e, 28613, conover, nc, north carolina	Executive, Legislative & Government Institutions	conover	us	united states		conovernc.gov	gov		en		City of Conover, NC - Government		18284641191	us	Conover, NC, United States	+1 828-464-1191	nc	north carolina	Conover City Hall	3.1 (16) · City Hall Conover, NC, United States Closed ⋅ Opens 8AM Mon · +1 828-464-1191	gov	28613
1922 alonzo st, 71019, coushatta, la, louisiana	High Schools	coushatta	us	united states		rrbulldogs.com	com				Red River Parish Public Schools		13189324081		Coushatta, LA	(318) 932-4081	la	louisiana	Red River Parish Public Schools	No reviews · School Coushatta, LA (318) 932-4081	com	71019
ул. 8 марта, д.14, стр.1, 127083, moscow, russia, moscow	Warehousing & Storage	moscow	ru	russia		osgrm.ru	ru		ru		Aurora Russia Limited		78002001010	ru	Ulitsa 8 Marta, 14	+7 800 200-10-10	mow	volgograd oblast	OSG Rekordz Menedzhment	Saratov, Russia · +7 800 200-10-10 Permanently closed	ru	127083
655 village hall drive, 60013, cary, il, illinois	Executive, Legislative & Government Institutions	cary	us	united states		caryillinois.com	com		en		Cary Village Hall		18476390003			(847) 639-0003	il	illinois	Village of Cary	3.9 (7) · City government office 655 Village Hall Dr Closed · (847) 639-0003	com	60013
124 e inskip dr, 37912, knoxville, tn, us, tennessee	High Schools	knoxville	us	united states		fcaeast.com	com				Family Christian Academy of East TN		18656891313	us	Knoxville, TN · In Berea Baptist Church	(865) 689-1313	tn	tennessee	FCA East	5.0 (5) · Private educational institution Knoxville, TN · In Berea Baptist Church Closed ⋅ Opens 1PM Mon · (865) 689-1313	com	37912
5634 luther rd se, 55372-2031, prior lake, mn, minnesota	Churches & Religious Organizations|Other schools|Churches & Religious Organizations	prior lake	us	united states		stpaulspriorlake.org	org		en		St. Paul's Lutheran Church		19524472117		Prior Lake, MN	(952) 447-2117	mn	minnesota	St. Paul's Lutheran Church & School	5.0 (1) · Private educational institution Prior Lake, MN Closed ⋅ Opens 8:15AM Mon · (952) 447-2117	org	55372
201 e 14th st, 78701, austin, tx, us, texas	Museums	austin	us	united states		tspb.texas.gov	gov		en		Texas State Preservation Board		15124635495	us	Austin, TX	(512) 463-5495	tx	texas	SPB	2.7 (7) · State government office Austin, TX Closed ⋅ Opens 8AM Mon · (512) 463-5495	gov	78701
n main st, 49082, quincy, mi, michigan	Executive, Legislative & Government Institutions	quincy	us	united states		quincy-mi.org	org		en		Quincy Village Park		15176399065		Quincy, MI	(517) 639-9065	mi	michigan	Village of Quincy	4.0 (2) · City government office Quincy, MI Closed ⋅ Opens 7:30AM Mon · (517) 639-9065	org	49082
201 king st. west, l1j 2j5, oshawa, on, canada, ontario	Ophthalmic & Optical Instruments & Lenses	oshawa	ca	canada		theeyeshoppe.ca	ca		en		The Eye Shoppe		19055713910	ca	Oshawa, ON, Canada	+1 905-571-3910	on	ontario	The Eye Shoppe	4.6 (10) · Optician Oshawa, ON, Canada Closed ⋅ Opens 9AM Mon · +1 905-571-3910 In-store shopping	ca	l1j 2j5
10 george street, suite 200, l8p 1c8, hamilton, on, canada, ontario	General Practice Attorneys	hamilton	ca	canada		georgestreetlawgroup.com	com		en		George Street Law Group LLP		19055262111	ca	3+ years in business · 10 George St Suite 200 · In The Textile Building	+1 905-526-2111	on	ontario	GSLG	4.6 (20) · Law firm 3+ years in business · 10 George St Suite 200 · In The Textile Building Closed ⋅ Opens 9AM Mon · +1 905-526-2111 Onsite services·Online appointments	com	l8p 1c8
300 Main St, Saco, ME 04072	Auto Services	saco	us	united states		sacomaine.org	org		en	https://ciktel.com	City of Saco Government	LocalBusiness	12072821032	us	Saco, ME	(207) 282-1032	me	maine	City of Saco	"2.6 (18) · City Hall Saco, ME Closed ⋅ Opens 8:30AM Mon · (207) 282-1032 \Saco is a great city to live in!\"""""	org	04072
23 pleasant st, 04011, brunswick, me, maine	Security Guards & Patrol Services|Libraries	brunswick	us	united states		curtislibrary.com	com		en	https://arch-world.com.tw	Curtis Memorial Library	LocalBusiness	12077255242		Brunswick, ME	(207) 725-5242	me	maine	Curtis Memorial Library	"4.5 (39) · Public library Brunswick, ME Closed ⋅ Opens 12PM Mon · (207) 725-5242 \Curtis Memorial Library is a terrific library.\"""""	com	04011
1650 arch st #2501, 19103, philadelphia, pa, pennsylvania	Personal Injury Attorneys	philadelphia	us	united states		pearsonkoutcherlaw.com	com		en		Pearson Koutcher Law		12156270700			(215) 627-0700	pa	pennsylvania	Pearson Koutcher Law	Philadelphia, PA · (215) 627-0700 Closed ⋅ Opens 9AM Mon Onsite services·Online appointments	com	19103
5460 yonge st # 204, m2n 6k7, toronto, on, canada, ontario	CBD and Medical Marijuana	thornhill	ca	canada		torontopolyclinic.com	com		en		Toronto Poly Clinic		14162507171	ca	North York, ON, Canada	+1 416-250-7171	on	ontario	Toronto Poly Clinic	3.5 (58) · Pain management physician North York, ON, Canada Open ⋅ Closes 4:30PM · +1 416-250-7171	com	
333 f. edward hebert blvd, 70037, belle chasse, la, louisiana	Executive, Legislative & Government Institutions	belle chasse	us	united states		plaqueminesparish.com	com		en		Plaquemines Parish Government		15049346000	us	Cambridge, MA	(617) 354-0047	la	louisiana	Plaquemines Parish	3.0 (18) · Charter school Cambridge, MA Open ⋅ Closes 5PM · (617) 354-0047	com	70037
140 selleck st, 06902, stamford, ct, connecticut	Heating & Air Conditioning|Plumbing Services	stamford	us	united states		rozmusplumbing.com	com		en		Rozmus Plumbing & Heating Inc		12033233743		Stamford, CT	(203) 323-3743	ct	connecticut	Rozmus Plumbing & Heating	5.0 (11) · Plumber Stamford, CT Closed ⋅ Opens 7AM Mon · (203) 323-3743	com	06902
217 avenue road, m5r2j3, toronto, on, canada, ontario	Commercial Printing	toronto	ca	canada		printcloud.ca	ca		en		Printcloud Inc		14169077355	ca	Toronto, ON, Canada	+1 416-907-7355	on	ontario	Printcloud Retail	4.8 (122) · Print shop Toronto, ON, Canada Open ⋅ Closes 5PM · +1 416-907-7355 Onsite services·Online appointments	ca	m5r 2j3
2140 king street east, l8k 1w6, hamilton, on, canada, ontario	Home Builders & Renovation Contractors	hamilton	ca	canada		valeryhomes.com	com		en		Valery Homes		19055475056	ca	7+ years in business · Hamilton, ON, Canada	+1 905-547-5056	on	ontario	Valery Homes	3.2 (67) · Home builder 7+ years in business · Hamilton, ON, Canada Open ⋅ Closes 5PM · +1 905-547-5056	com	l8k 1w6
